state,city,common_name,count
Iowa,Coon Rapids,Green ash,159
Iowa,Coon Rapids,Hickory,1
Iowa,Coon Rapids,Honeylocust,19
Iowa,Coon Rapids,Littleleaf linden,34
Iowa,Coon Rapids,Maple,14
Iowa,Coon Rapids,Northern hackberry,9
Iowa,Coon Rapids,Northern red oak,40
Iowa,Coon Rapids,Northern white cedar,12
Iowa,Coon Rapids,Norway maple,88
Iowa,Coon Rapids,Pear,14
Iowa,Coon Rapids,Pin oak,5
Iowa,Coon Rapids,Red maple,9
Iowa,Coon Rapids,Siberian elm,1
Iowa,Coon Rapids,Silver maple,65
Iowa,Coon Rapids,Spruce,16
Iowa,Coon Rapids,Sugar maple,26
Iowa,Coon Rapids,Swamp white oak,15
Iowa,Coon Rapids,White ash,9
Iowa,Dallas Center,American basswood,11
Iowa,Dallas Center,American sycamore,8
Iowa,Dallas Center,Apple,41
Iowa,Dallas Center,Black walnut,3
Iowa,Dallas Center,Blue spruce,8
Iowa,Dallas Center,Bur oak,24
Iowa,Dallas Center,Eastern red cedar,3
Iowa,Dallas Center,Eastern white pine,50
Iowa,Dallas Center,Green ash,148
Iowa,Dallas Center,Hickory,4
Iowa,Dallas Center,Honeylocust,15
Iowa,Dallas Center,Littleleaf linden,17
Iowa,Dallas Center,Maple,1
Iowa,Dallas Center,Mulberry,2
Iowa,Dallas Center,Northern hackberry,18
Iowa,Dallas Center,Northern red oak,33
Iowa,Dallas Center,Northern white cedar,13
Iowa,Dallas Center,Norway maple,83
Iowa,Dallas Center,Pear,4
Iowa,Dallas Center,Pin oak,11
Iowa,Dallas Center,Red maple,25
Iowa,Dallas Center,Siberian elm,3
Iowa,Dallas Center,Silver maple,103
Iowa,Dallas Center,Spruce,11
Iowa,Dallas Center,Sugar maple,94
Iowa,Dallas Center,Swamp white oak,18
Iowa,Dallas Center,White ash,11
Iowa,De Soto,American basswood,1
Iowa,De Soto,American sycamore,5
Iowa,De Soto,Apple,4
Iowa,De Soto,Ash,5
Iowa,De Soto,Black walnut,73
Iowa,De Soto,Blue spruce,1
Iowa,De Soto,Bur oak,1
Iowa,De Soto,Eastern red cedar,1
Iowa,De Soto,Green ash,9
Iowa,De Soto,Littleleaf linden,1
Iowa,De Soto,Maple,1
Iowa,De Soto,Mulberry,1
Iowa,De Soto,Northern hackberry,1
Iowa,De Soto,Northern red oak,2
Iowa,De Soto,Norway maple,2
Iowa,De Soto,Siberian elm,12
Iowa,De Soto,Silver maple,6
Iowa,De Soto,Sugar maple,5
Iowa,De Soto,White ash,1
Iowa,Des Moines,Apple,3
Iowa,Dexter,American basswood,5
Iowa,Dexter,American sycamore,1
Iowa,Dexter,Apple,31
Iowa,Dexter,Ash,29
Iowa,Dexter,Black walnut,4
Iowa,Dexter,Green ash,11
Iowa,Dexter,Hickory,1
Iowa,Dexter,Honeylocust,9
Iowa,Dexter,Littleleaf linden,2
Iowa,Dexter,Maple,10
Iowa,Dexter,Northern hackberry,6
Iowa,Dexter,Northern red oak,6
Iowa,Dexter,Norway maple,11
Iowa,Dexter,Pear,3
Iowa,Dexter,Red maple,8
Iowa,Dexter,Silver maple,19
Iowa,Dexter,Spruce,3
Iowa,Dexter,Sugar maple,25
Iowa,Dexter,Swamp white oak,5
Iowa,Earlham,American basswood,1
Iowa,Earlham,American sycamore,1
Iowa,Earlham,Apple,151
Iowa,Earlham,Black walnut,2
Iowa,Earlham,Bur oak,2
Iowa,Earlham,Eastern red cedar,2
Iowa,Earlham,Green ash,54
Iowa,Earlham,Hickory,1
Iowa,Earlham,Honeylocust,2
Iowa,Earlham,Littleleaf linden,1
Iowa,Earlham,Northern hackberry,24
Iowa,Earlham,Northern red oak,18
Iowa,Earlham,Norway maple,25
Iowa,Earlham,Pear,26
Iowa,Earlham,Pin oak,6
Iowa,Earlham,Red maple,35
Iowa,Earlham,Siberian elm,2
Iowa,Earlham,Silver maple,26
Iowa,Earlham,Spruce,3
Iowa,Earlham,Sugar maple,118
Iowa,Earlham,Swamp white oak,10
Iowa,Earlham,White ash,16
Iowa,Elkhart,American basswood,2
Iowa,Elkhart,Apple,12
Iowa,Elkhart,Blue spruce,1
Iowa,Elkhart,Bur oak,16
Iowa,Elkhart,Eastern white pine,3
Iowa,Elkhart,Green ash,17
Iowa,Elkhart,Maple,10
Iowa,Elkhart,Northern hackberry,3
Iowa,Elkhart,Norway maple,4
Iowa,Elkhart,Pin oak,1
Iowa,Elkhart,Silver maple,28
Iowa,Elkhart,Spruce,7
Iowa,Elkhart,Sugar maple,7
Iowa,Granger,American basswood,1
Iowa,Granger,American sycamore,4
Iowa,Granger,Apple,15
Iowa,Granger,Ash,1
Iowa,Granger,Black maple,1
Iowa,Granger,Black walnut,3
Iowa,Granger,Blue spruce,4
Iowa,Granger,Bur oak,6
Iowa,Granger,Eastern red cedar,5
Iowa,Granger,Eastern white pine,5
Iowa,Granger,Green ash,46
Iowa,Granger,Littleleaf linden,2
Iowa,Granger,Maple,2
Iowa,Granger,Mulberry,2
Iowa,Granger,Northern hackberry,7
Iowa,Granger,Northern red oak,11
Iowa,Granger,Norway maple,12
Iowa,Granger,Pear,7
Iowa,Granger,Pin oak,1
Iowa,Granger,Red maple,6
Iowa,Granger,Silver maple,21
Iowa,Granger,Spruce,5
Iowa,Granger,Sugar maple,5
Iowa,Granger,Swamp white oak,9
Iowa,Granger,White ash,6
Iowa,Guthrie Center,American basswood,2
Iowa,Guthrie Center,Apple,6
Iowa,Guthrie Center,Black walnut,8
Iowa,Guthrie Center,Eastern red cedar,3
Iowa,Guthrie Center,Green ash,38
Iowa,Guthrie Center,Hickory,1
Iowa,Guthrie Center,Honeylocust,2
Iowa,Guthrie Center,Littleleaf linden,7
Iowa,Guthrie Center,Northern hackberry,17
Iowa,Guthrie Center,Northern red oak,4
Iowa,Guthrie Center,Norway maple,20
Iowa,Guthrie Center,Pear,2
Iowa,Guthrie Center,Pin oak,11
Iowa,Guthrie Center,Red maple,3
Iowa,Guthrie Center,Siberian elm,2
Iowa,Guthrie Center,Silver maple,27
Iowa,Guthrie Center,Spruce,2
Iowa,Guthrie Center,Sugar maple,68
Iowa,Guthrie Center,White ash,1
Iowa,Hartford,Ash,1
Iowa,Hartford,Black walnut,2
Iowa,Hartford,Blue spruce,2
Iowa,Hartford,Bur oak,2
Iowa,Hartford,Mulberry,2
Iowa,Hartford,Northern hackberry,4
Iowa,Hartford,Northern red oak,1
Iowa,Hartford,Norway maple,2
Iowa,Hartford,Red maple,1
Iowa,Hartford,Siberian elm,2
Iowa,Hartford,Silver maple,4
Iowa,Kellogg,American sycamore,2
Iowa,Kellogg,Black walnut,31
Iowa,Kellogg,Eastern red cedar,3
Iowa,Kellogg,Eastern white pine,1
Iowa,Kellogg,Green ash,16
Iowa,Kellogg,Honeylocust,5
Iowa,Kellogg,Littleleaf linden,1
Iowa,Kellogg,Mulberry,2
Iowa,Kellogg,Northern hackberry,4
Iowa,Kellogg,Northern red oak,1
Iowa,Kellogg,Norway maple,2
Iowa,Kellogg,Pear,1
Iowa,Kellogg,Pin oak,1
Iowa,Kellogg,Red maple,2
Iowa,Kellogg,Siberian elm,3
Iowa,Kellogg,Silver maple,22
Iowa,Kellogg,Spruce,8
Iowa,Kellogg,Sugar maple,8
Iowa,Kellogg,White ash,1
Iowa,Milo,American basswood,3
Iowa,Milo,American sycamore,9
Iowa,Milo,Apple,48
Iowa,Milo,Ash,81
Iowa,Milo,Black maple,3
Iowa,Milo,Black walnut,1
Iowa,Milo,Blue spruce,2
Iowa,Milo,Bur oak,10
Iowa,Milo,Hickory,1
Iowa,Milo,Littleleaf linden,2
Iowa,Milo,Northern hackberry,5
Iowa,Milo,Northern red oak,2
Iowa,Milo,Norway maple,18
Iowa,Milo,Pear,4
Iowa,Milo,Red maple,7
Iowa,Milo,Siberian elm,14
Iowa,Milo,Silver maple,32
Iowa,Milo,Spruce,1
Iowa,Milo,Sugar maple,19
Iowa,Milo,Swamp white oak,2
Iowa,Mitchellville,American sycamore,4
Iowa,Mitchellville,Apple,8
Iowa,Mitchellville,Ash,6
Iowa,Mitchellville,Black maple,5
Iowa,Mitchellville,Black walnut,10
Iowa,Mitchellville,Blue spruce,5
Iowa,Mitchellville,Bur oak,2
Iowa,Mitchellville,Eastern white pine,2
Iowa,Mitchellville,Green ash,26
Iowa,Mitchellville,Honeylocust,4
Iowa,Mitchellville,Littleleaf linden,6
Iowa,Mitchellville,Mulberry,2
Iowa,Mitchellville,Northern hackberry,22
Iowa,Mitchellville,Northern red oak,6
Iowa,Mitchellville,Norway maple,20
Iowa,Mitchellville,Pear,3
Iowa,Mitchellville,Pin oak,4
Iowa,Mitchellville,Red maple,12
Iowa,Mitchellville,Siberian elm,4
Iowa,Mitchellville,Silver maple,51
Iowa,Mitchellville,Sugar maple,18
Iowa,Mitchellville,Swamp white oak,1
Iowa,Mitchellville,White ash,2
Iowa,Monroe,American basswood,3
Iowa,Monroe,American sycamore,7
Iowa,Monroe,Apple,18
Iowa,Monroe,Ash,11
Iowa,Monroe,Black maple,2
Iowa,Monroe,Black walnut,1
Iowa,Monroe,Blue spruce,20
Iowa,Monroe,Bur oak,2
Iowa,Monroe,Eastern red cedar,16
Iowa,Monroe,Eastern white pine,7
Iowa,Monroe,Green ash,17
Iowa,Monroe,Hickory,3
Iowa,Monroe,Honeylocust,7
Iowa,Monroe,Littleleaf linden,4
Iowa,Monroe,Maple,23
Iowa,Monroe,Mulberry,1
Iowa,Monroe,Northern hackberry,25
Iowa,Monroe,Northern red oak,17
Iowa,Monroe,Northern white cedar,7
Iowa,Monroe,Norway maple,5
Iowa,Monroe,Pear,5
Iowa,Monroe,Pin oak,15
Iowa,Monroe,Red maple,23
Iowa,Monroe,Siberian elm,10
Iowa,Monroe,Silver maple,33
Iowa,Monroe,Spruce,5
Iowa,Monroe,Sugar maple,28
Iowa,Newton,American basswood,21
Iowa,Newton,American sycamore,71
Iowa,Newton,Apple,151
Iowa,Newton,Ash,25
Iowa,Newton,Black maple,4
Iowa,Newton,Black walnut,98
Iowa,Newton,Blue spruce,52
Iowa,Newton,Bur oak,426
Iowa,Newton,Chinese elm,97
Iowa,Newton,Eastern red cedar,142
Iowa,Newton,Eastern white pine,198
Iowa,Newton,Green ash,205
Iowa,Newton,Hickory,144
Iowa,Newton,Honeylocust,85
Iowa,Newton,Littleleaf linden,54
Iowa,Newton,Maple,142
Iowa,Newton,Mulberry,4
Iowa,Newton,Northern hackberry,109
Iowa,Newton,Northern red oak,160
Iowa,Newton,Northern white cedar,50
Iowa,Newton,Norway maple,38
Iowa,Newton,Pear,13
Iowa,Newton,Pin oak,102
Iowa,Newton,Red maple,55
Iowa,Newton,Silver maple,61
Iowa,Newton,Spruce,93
Iowa,Newton,Sugar maple,69
Iowa,Newton,Swamp white oak,24
Iowa,Newton,White ash,6
Iowa,Oakland Acres,Eastern white pine,10
Iowa,Oakland Acres,Green ash,4
Iowa,Oakland Acres,Honeylocust,1
Iowa,Oakland Acres,Northern red oak,6
Iowa,Oakland Acres,Pin oak,5
Iowa,Oakland Acres,Red maple,3
Iowa,Oakland Acres,Silver maple,1
Iowa,Oakland Acres,White ash,1
Iowa,Panora,American basswood,5
Iowa,Panora,American sycamore,6
Iowa,Panora,Apple,16
Iowa,Panora,Black walnut,6
Iowa,Panora,Eastern white pine,1
Iowa,Panora,Green ash,45
Iowa,Panora,Littleleaf linden,3
Iowa,Panora,Northern hackberry,3
Iowa,Panora,Northern red oak,2
Iowa,Panora,Norway maple,21
Iowa,Panora,Pear,1
Iowa,Panora,Pin oak,4
Iowa,Panora,Red maple,14
Iowa,Panora,Siberian elm,1
Iowa,Panora,Silver maple,22
Iowa,Panora,Spruce,2
Iowa,Panora,Sugar maple,56
Iowa,Panora,White ash,4
Iowa,Pleasant Hill,American basswood,45
Iowa,Pleasant Hill,American sycamore,20
Iowa,Pleasant Hill,Apple,200
Iowa,Pleasant Hill,Ash,4
Iowa,Pleasant Hill,Black walnut,36
Iowa,Pleasant Hill,Blue spruce,14
Iowa,Pleasant Hill,Bur oak,90
Iowa,Pleasant Hill,Chinese elm,16
Iowa,Pleasant Hill,Eastern red cedar,22
Iowa,Pleasant Hill,Eastern white pine,80
Iowa,Pleasant Hill,Green ash,44
Iowa,Pleasant Hill,Hickory,48
Iowa,Pleasant Hill,Honeylocust,19
Iowa,Pleasant Hill,Littleleaf linden,7
Iowa,Pleasant Hill,Mulberry,1
Iowa,Pleasant Hill,Northern hackberry,168
Iowa,Pleasant Hill,Northern red oak,91
Iowa,Pleasant Hill,Norway maple,19
Iowa,Pleasant Hill,Pear,1
Iowa,Pleasant Hill,Pin oak,15
Iowa,Pleasant Hill,Red maple,30
Iowa,Pleasant Hill,Siberian elm,18
Iowa,Pleasant Hill,Silver maple,26
Iowa,Pleasant Hill,Spruce,9
Iowa,Pleasant Hill,Sugar maple,4
Iowa,Pleasant Hill,Swamp white oak,37
Iowa,Pleasant Hill,White ash,1
Iowa,Polk City,Apple,55
Iowa,Polk City,Black walnut,1
Iowa,Polk City,Bur oak,2
Iowa,Polk City,Green ash,12
Iowa,Polk City,Northern red oak,1
Iowa,Polk City,Norway maple,4
Iowa,Polk City,Pear,21
Iowa,Polk City,Red maple,9
Iowa,Polk City,Siberian elm,1
Iowa,Polk City,Sugar maple,3
Iowa,Polk City,Swamp white oak,6
Iowa,Polk City,White ash,3
Iowa,Prairie City,American basswood,7
Iowa,Prairie City,American sycamore,1
Iowa,Prairie City,Apple,11
Iowa,Prairie City,Ash,18
Iowa,Prairie City,Black maple,3
Iowa,Prairie City,Black walnut,3
Iowa,Prairie City,Blue spruce,2
Iowa,Prairie City,Bur oak,1
Iowa,Prairie City,Eastern red cedar,3
Iowa,Prairie City,Eastern white pine,5
Iowa,Prairie City,Honeylocust,5
Iowa,Prairie City,Maple,9
Iowa,Prairie City,Mulberry,2
Iowa,Prairie City,Northern hackberry,15
Iowa,Prairie City,Northern red oak,4
Iowa,Prairie City,Northern white cedar,29
Iowa,Prairie City,Norway maple,16
Iowa,Prairie City,Pear,10
Iowa,Prairie City,Pin oak,9
Iowa,Prairie City,Red maple,14
Iowa,Prairie City,Siberian elm,2
Iowa,Prairie City,Silver maple,33
Iowa,Prairie City,Spruce,55
Iowa,Prairie City,Sugar maple,26
Iowa,Prairie City,Swamp white oak,4
Iowa,Redfield,Apple,20
Iowa,Redfield,Black maple,8
Iowa,Redfield,Black walnut,2
Iowa,Redfield,Blue spruce,2
Iowa,Redfield,Bur oak,4
Iowa,Redfield,Eastern red cedar,1
Iowa,Redfield,Eastern white pine,2
Iowa,Redfield,Green ash,15
Iowa,Redfield,Hickory,1
Iowa,Redfield,Honeylocust,7
Iowa,Redfield,Littleleaf linden,1
Iowa,Redfield,Maple,13
Iowa,Redfield,Northern hackberry,10
Iowa,Redfield,Norway maple,5
Iowa,Redfield,Pear,2
Iowa,Redfield,Red maple,6
Iowa,Redfield,Siberian elm,9
Iowa,Redfield,Silver maple,17
Iowa,Redfield,Spruce,2
Iowa,Redfield,Swamp white oak,7
Iowa,Redfield,White ash,1
Iowa,Runnells,Apple,3
Iowa,Runnells,Eastern red cedar,1
Iowa,Runnells,Green ash,12
Iowa,Runnells,Littleleaf linden,1
Iowa,Runnells,Maple,6
Iowa,Runnells,Northern red oak,1
Iowa,Runnells,Northern white cedar,2
Iowa,Runnells,Norway maple,2
Iowa,Runnells,Pin oak,2
Iowa,Runnells,Red maple,6
Iowa,Runnells,Silver maple,11
Iowa,Runnells,Spruce,6
Iowa,Runnells,Sugar maple,1
Iowa,Runnells,Swamp white oak,3
Iowa,Runnells,White ash,1
Iowa,Stuart,American basswood,10
Iowa,Stuart,American sycamore,4
Iowa,Stuart,Apple,8
Iowa,Stuart,Black walnut,11
Iowa,Stuart,Bur oak,5
Iowa,Stuart,Eastern red cedar,1
Iowa,Stuart,Green ash,94
Iowa,Stuart,Honeylocust,18
Iowa,Stuart,Littleleaf linden,6
Iowa,Stuart,Mulberry,2
Iowa,Stuart,Northern hackberry,3
Iowa,Stuart,Northern red oak,2
Iowa,Stuart,Northern white cedar,1
Iowa,Stuart,Norway maple,50
Iowa,Stuart,Pear,6
Iowa,Stuart,Pin oak,18
Iowa,Stuart,Red maple,13
Iowa,Stuart,Siberian elm,6
Iowa,Stuart,Silver maple,58
Iowa,Stuart,Spruce,1
Iowa,Stuart,Sugar maple,94
Iowa,Stuart,White ash,2
Iowa,Sully,American basswood,6
Iowa,Sully,American sycamore,4
Iowa,Sully,Apple,3
Iowa,Sully,Blue spruce,3
Iowa,Sully,Chinese elm,1
Iowa,Sully,Green ash,20
Iowa,Sully,Honeylocust,11
Iowa,Sully,Littleleaf linden,7
Iowa,Sully,Maple,2
Iowa,Sully,Northern hackberry,5
Iowa,Sully,Northern red oak,2
Iowa,Sully,Norway maple,7
Iowa,Sully,Pin oak,6
Iowa,Sully,Red maple,6
Iowa,Sully,Silver maple,21
Iowa,Sully,Spruce,15
Iowa,Sully,Sugar maple,22
Iowa,Sully,White ash,10
Iowa,Union,American basswood,1
Iowa,Union,American sycamore,2
Iowa,Union,Apple,7
Iowa,Union,Ash,13
Iowa,Union,Black maple,21
Iowa,Union,Black walnut,7
Iowa,Union,Eastern red cedar,3
Iowa,Union,Honeylocust,2
Iowa,Union,Littleleaf linden,2
Iowa,Union,Mulberry,1
Iowa,Union,Northern hackberry,4
Iowa,Union,Norway maple,19
Iowa,Union,Pin oak,2
Iowa,Union,Red maple,4
Iowa,Union,Silver maple,15
Iowa,Union,Spruce,6
Iowa,Union,Sugar maple,47
Iowa,Union,White ash,1
Iowa,Van Meter,American sycamore,8
Iowa,Van Meter,Apple,3
Iowa,Van Meter,Green ash,3
Iowa,Van Meter,Honeylocust,1
Iowa,Van Meter,Maple,2
Iowa,Van Meter,Norway maple,3
Iowa,Van Meter,Pin oak,6
Iowa,Van Meter,Siberian elm,6
Iowa,Van Meter,Silver maple,6
Iowa,Van Meter,Sugar maple,11
Iowa,Waukee,American sycamore,34
Iowa,Waukee,Apple,200
Iowa,Waukee,Ash,11
Iowa,Waukee,Black walnut,51
Iowa,Waukee,Blue spruce,3
Iowa,Waukee,Bur oak,9
Iowa,Waukee,Eastern red cedar,33
Iowa,Waukee,Eastern white pine,111
Iowa,Waukee,Green ash,218
Iowa,Waukee,Hickory,1
Iowa,Waukee,Honeylocust,103
Iowa,Waukee,Littleleaf linden,122
Iowa,Waukee,Maple,88
Iowa,Waukee,Mulberry,104
Iowa,Waukee,Northern hackberry,85
Iowa,Waukee,Northern red oak,23
Iowa,Waukee,Norway maple,40
Iowa,Waukee,Pear,26
Iowa,Waukee,Pin oak,2
Iowa,Waukee,Red maple,49
Iowa,Waukee,Siberian elm,43
Iowa,Waukee,Silver maple,35
Iowa,Waukee,Spruce,199
Iowa,Waukee,Sugar maple,27
Iowa,Waukee,White ash,72
Iowa,Windsor Heights,American sycamore,2
Iowa,Windsor Heights,Apple,25
Iowa,Windsor Heights,Ash,1
Iowa,Windsor Heights,Black maple,4
Iowa,Windsor Heights,Black walnut,2
Iowa,Windsor Heights,Blue spruce,7
Iowa,Windsor Heights,Bur oak,4
Iowa,Windsor Heights,Eastern red cedar,3
Iowa,Windsor Heights,Eastern white pine,17
Iowa,Windsor Heights,Green ash,39
Iowa,Windsor Heights,Honeylocust,22
Iowa,Windsor Heights,Littleleaf linden,1
Iowa,Windsor Heights,Maple,5
Iowa,Windsor Heights,Mulberry,3
Iowa,Windsor Heights,Northern hackberry,5
Iowa,Windsor Heights,Northern red oak,8
Iowa,Windsor Heights,Norway maple,6
Iowa,Windsor Heights,Pear,32
Iowa,Windsor Heights,Pin oak,13
Iowa,Windsor Heights,Red maple,1
Iowa,Windsor Heights,Siberian elm,5
Iowa,Windsor Heights,Silver maple,16
Iowa,Windsor Heights,Spruce,12
Iowa,Windsor Heights,Sugar maple,17
Iowa,Windsor Heights,Swamp white oak,6
Iowa,Windsor Heights,White ash,9
Iowa,Woodward,American basswood,2
Iowa,Woodward,American sycamore,6
Iowa,Woodward,Apple,26
Iowa,Woodward,Black maple,66
Iowa,Woodward,Black walnut,25
Iowa,Woodward,Blue spruce,8
Iowa,Woodward,Bur oak,1
Iowa,Woodward,Chinese elm,5
Iowa,Woodward,Eastern white pine,3
Iowa,Woodward,Green ash,49
Iowa,Woodward,Honeylocust,15
Iowa,Woodward,Littleleaf linden,12
Iowa,Woodward,Mulberry,2
Iowa,Woodward,Northern hackberry,24
Iowa,Woodward,Northern red oak,8
Iowa,Woodward,Northern white cedar,1
Iowa,Woodward,Norway maple,81
Iowa,Woodward,Pear,2
Iowa,Woodward,Red maple,5
Iowa,Woodward,Silver maple,105
Iowa,Woodward,Spruce,2
Iowa,Woodward,Sugar maple,5
Iowa,Woodward,White ash,2
New York,Buffalo,American elm,333
New York,Buffalo,Callery pear,1325
New York,Buffalo,Chokecherry,30
New York,Buffalo,Crimson king maple,1877
New York,Buffalo,Ginkgo,395
New York,Buffalo,Green ash,718
New York,Buffalo,Hedge maple,2370
New York,Buffalo,Honeylocust,1572
New York,Buffalo,Japanese tree lilac,452
New York,Buffalo,Japanese zelkova,176
New York,Buffalo,Littleleaf linden,9057
New York,Buffalo,London planetree,1328
New York,Buffalo,Northern red oak,1212
New York,Buffalo,Norway maple,9875
New York,Buffalo,Pin oak,217
New York,Buffalo,Red maple,2497
New York,Buffalo,Silver linden,23
New York,Buffalo,Silver maple,4725
New York,Buffalo,Sugar maple,637
New York,Buffalo,Swamp white oak,1258
New York,Buffalo,Sweetgum,214
New York,Buffalo,Vacant,55666
New York,New York,American elm,7975
New York,New York,American linden,13530
New York,New York,Callery pear,58931
New York,New York,Cherry,29279
New York,New York,Chinese elm,5345
New York,New York,Chokecherry,4888
New York,New York,Crimson king maple,5923
New York,New York,Eastern redbud,3801
New York,New York,Ginkgo,21024
New York,New York,Green ash,16251
New York,New York,Hedge maple,2550
New York,New York,Honeylocust,64264
New York,New York,Japanese tree lilac,4568
New York,New York,Japanese zelkova,29258
New York,New York,Leaf plum purple,6879
New York,New York,Littleleaf linden,29742
New York,New York,London planetree,87014
New York,New York,Maple,7080
New York,New York,Northern red oak,8400
New York,New York,Norway maple,34189
New York,New York,Pin oak,53185
New York,New York,Red maple,17246
New York,New York,Silver linden,7995
New York,New York,Silver maple,12277
New York,New York,Sophora,19338
New York,New York,Sugar maple,2844
New York,New York,Swamp white oak,6598
New York,New York,Sweetgum,10657
New York,Rochester,American elm,58
New York,Rochester,American linden,644
New York,Rochester,Callery pear,685
New York,Rochester,Chinese elm,166
New York,Rochester,Eastern redbud,68
New York,Rochester,Green ash,2499
New York,Rochester,Hedge maple,1497
New York,Rochester,Honeylocust,6021
New York,Rochester,Japanese zelkova,1316
New York,Rochester,London planetree,2755
New York,Rochester,Northern red oak,2178
New York,Rochester,Nrwy maple,10941
New York,Rochester,Pin oak,253
New York,Rochester,Red maple,1809
New York,Rochester,Silver linden,222
New York,Rochester,Silver maple,1013
New York,Rochester,Sugar maple,1465
New York,Rochester,Swamp white oak,195
New York,Rochester,Sweetgum,786
Other,Albuquerque,American elm,37
Other,Albuquerque,Ash,148
Other,Albuquerque,Crabapple,127
Other,Albuquerque,Eastern redbud,7
Other,Albuquerque,Ginkgo,2
Other,Albuquerque,Green ash,20
Other,Albuquerque,Japanese zelkova,2
Other,Albuquerque,Littleleaf linden,28
Other,Albuquerque,Norway maple,1
Other,Albuquerque,Pear,62
Other,Albuquerque,Plum,20
Other,Albuquerque,Silver maple,1
Other,Albuquerque,White ash,32
Other,Baltimore,American elm,1588
Other,Baltimore,Ash,12
Other,Baltimore,Callery pear,4746
Other,Baltimore,Cherry,1
Other,Baltimore,Dogwood,2
Other,Baltimore,Eastern redbud,2420
Other,Baltimore,Freeman maple,2205
Other,Baltimore,Ginkgo,1623
Other,Baltimore,Green ash,1111
Other,Baltimore,Japanese zelkova,6706
Other,Baltimore,Littleleaf linden,5933
Other,Baltimore,London planetree,6033
Other,Baltimore,Norway maple,3716
Other,Baltimore,Pin oak,2427
Other,Baltimore,Red maple,12895
Other,Baltimore,Silver maple,2664
Other,Baltimore,Sugar maple,2709
Other,Baltimore,Swamp white oak,1431
Other,Baltimore,Thornless honeylocust,3208
Other,Baltimore,White ash,2337
Other,Baltimore,Willow oak,2997
Other,Boston,American elm,11
Other,Boston,Littleleaf linden,2
Other,Boston,Norway maple,20
Other,Boston,Pear,1
Other,Boston,Pin oak,1
Other,Boston,Plum,5
Other,Boston,Red maple,150
Other,Boston,Silver maple,1
Other,Boston,Sugar maple,59
Other,Boston,White ash,19
Other,Columbus,American elm,273
Other,Columbus,Ash,1038
Other,Columbus,Callery pear,6699
Other,Columbus,Cherry,1548
Other,Columbus,Crabapple,5988
Other,Columbus,Eastern redbud,1256
Other,Columbus,Freeman maple,4802
Other,Columbus,Ginkgo,377
Other,Columbus,Green ash,7306
Other,Columbus,Littleleaf linden,3622
Other,Columbus,London planetree,3124
Other,Columbus,Norway maple,3846
Other,Columbus,Pin oak,1228
Other,Columbus,Red maple,7230
Other,Columbus,Red oak,2770
Other,Columbus,Silver maple,3156
Other,Columbus,Sugar maple,6471
Other,Columbus,Swamp white oak,2025
Other,Columbus,White ash,5893
Other,Columbus,Willow oak,166
Other,Detroit,American elm,128
Other,Detroit,Callery pear,53
Other,Detroit,Cherry,11
Other,Detroit,Crabapple,412
Other,Detroit,Dogwood,4
Other,Detroit,Eastern redbud,213
Other,Detroit,Freeman maple,6
Other,Detroit,Ginkgo,311
Other,Detroit,Green ash,1
Other,Detroit,Japanese zelkova,534
Other,Detroit,Littleleaf linden,382
Other,Detroit,London planetree,600
Other,Detroit,Norway maple,5
Other,Detroit,Red maple,997
Other,Detroit,Silver maple,5
Other,Detroit,Sugar maple,298
Other,Detroit,Swamp white oak,702
Other,Detroit,Sweetgum,180
Other,Detroit,White ash,1
Other,Detroit,Willow oak,1
Other,Durham,American elm,375
Other,Durham,Callery pear,237
Other,Durham,Cherry,206
Other,Durham,Crabapple,6
Other,Durham,Dogwood,27
Other,Durham,Eastern redbud,537
Other,Durham,Ginkgo,261
Other,Durham,Green ash,66
Other,Durham,Japanese zelkova,211
Other,Durham,Littleleaf linden,52
Other,Durham,London planetree,54
Other,Durham,Norway maple,2
Other,Durham,Pear,6
Other,Durham,Pin oak,22
Other,Durham,Plum,2
Other,Durham,Red maple,718
Other,Durham,Silver maple,26
Other,Durham,Sugar maple,145
Other,Durham,Swamp white oak,236
Other,Durham,Sweetgum,163
Other,Durham,White ash,10
Other,Durham,Willow oak,2777
Other,Grand Rapids,American elm,347
