state,city,common_name,count
Other,Grand Rapids,Callery pear,1662
Other,Grand Rapids,Crabapple,694
Other,Grand Rapids,Eastern redbud,272
Other,Grand Rapids,Freeman maple,320
Other,Grand Rapids,Ginkgo,570
Other,Grand Rapids,Green ash,2057
Other,Grand Rapids,Japanese zelkova,541
Other,Grand Rapids,Littleleaf linden,3033
Other,Grand Rapids,Norway maple,20426
Other,Grand Rapids,Pin oak,736
Other,Grand Rapids,Plum,247
Other,Grand Rapids,Red maple,4523
Other,Grand Rapids,Silver maple,2554
Other,Grand Rapids,Sugar maple,3954
Other,Grand Rapids,Swamp white oak,492
Other,Grand Rapids,Sweetgum,517
Other,Grand Rapids,Thornless honeylocust,5758
Other,Grand Rapids,White ash,249
Other,Greensboro,American elm,3
Other,Greensboro,Ash,53
Other,Greensboro,Cherry,60
Other,Greensboro,Crabapple,16
Other,Greensboro,Dogwood,228
Other,Greensboro,Eastern redbud,8
Other,Greensboro,Freeman maple,1
Other,Greensboro,Green ash,5
Other,Greensboro,Norway maple,1
Other,Greensboro,Pear,12
Other,Greensboro,Pin oak,22
Other,Greensboro,Plum,5
Other,Greensboro,Red maple,206
Other,Greensboro,Red oak,1
Other,Greensboro,Silver maple,128
Other,Greensboro,Sugar maple,239
Other,Greensboro,Sweetgum,105
Other,Greensboro,White ash,6
Other,Greensboro,Willow oak,523
Other,Las Vegas,Eastern redbud,5
Other,Las Vegas,Southern live oak,393
Other,Louisville,American elm,463
Other,Louisville,Callery pear,387
Other,Louisville,Cherry,11
Other,Louisville,Crabapple,461
Other,Louisville,Dogwood,21
Other,Louisville,Freeman maple,14
Other,Louisville,Ginkgo,132
Other,Louisville,Green ash,1404
Other,Louisville,Japanese zelkova,80
Other,Louisville,Littleleaf linden,122
Other,Louisville,Norway maple,27
Other,Louisville,Pin oak,1678
Other,Louisville,Red maple,1538
Other,Louisville,Silver maple,535
Other,Louisville,Sugar maple,1810
Other,Louisville,Swamp white oak,730
Other,Louisville,Sweetgum,834
Other,Louisville,White ash,773
Other,Louisville,Willow oak,243
Other,Nashville,Callery pear,23
Other,Nashville,Dogwood,1
Other,Nashville,Eastern redbud,36
Other,Nashville,Ginkgo,89
Other,Nashville,Green ash,44
Other,Nashville,Japanese zelkova,166
Other,Nashville,London planetree,281
Other,Nashville,Pin oak,2
Other,Nashville,Red maple,51
Other,Nashville,Sugar maple,45
Other,Nashville,Swamp white oak,6
Other,Nashville,Sweetgum,131
Other,Nashville,White ash,24
Other,Nashville,Willow oak,154
Other,New Orleans,American elm,94
Other,New Orleans,Crape myrtle (including hybrids),30244
Other,New Orleans,Eastern redbud,248
Other,New Orleans,Freeman maple,5
Other,New Orleans,Green ash,153
Other,New Orleans,Pin oak,14
Other,New Orleans,Plum,12
Other,New Orleans,Red maple,1379
Other,New Orleans,Silver maple,13
Other,New Orleans,Southern live oak,21775
Other,New Orleans,Sugar maple,8
Other,New Orleans,Swamp white oak,17
Other,New Orleans,White ash,48
Other,New Orleans,Willow oak,554
Other,Overland Park,American elm,263
Other,Overland Park,Ash,3
Other,Overland Park,Callery pear,1357
Other,Overland Park,Crabapple,1415
Other,Overland Park,Dogwood,44
Other,Overland Park,Eastern redbud,704
Other,Overland Park,Ginkgo,136
Other,Overland Park,Green ash,1928
Other,Overland Park,Japanese zelkova,55
Other,Overland Park,Littleleaf linden,900
Other,Overland Park,London planetree,97
Other,Overland Park,Norway maple,562
Other,Overland Park,Pear,2
Other,Overland Park,Pin oak,3419
Other,Overland Park,Plum,49
Other,Overland Park,Red maple,13289
Other,Overland Park,Red oak,1
Other,Overland Park,Silver maple,1213
Other,Overland Park,Sugar maple,675
Other,Overland Park,Swamp white oak,438
Other,Overland Park,Sweetgum,1983
Other,Overland Park,White ash,7654
Other,Overland Park,Willow oak,12
Other,Phoenix,Ash,9
Other,Phoenix,Southern live oak,1
Other,Pittsburgh,American elm,799
Other,Pittsburgh,Callery pear,2969
Other,Pittsburgh,Eastern redbud,253
Other,Pittsburgh,Freeman maple,789
Other,Pittsburgh,Ginkgo,1218
Other,Pittsburgh,Green ash,248
Other,Pittsburgh,Japanese zelkova,610
Other,Pittsburgh,Littleleaf linden,2413
Other,Pittsburgh,London planetree,3238
Other,Pittsburgh,Norway maple,3715
Other,Pittsburgh,Pin oak,1672
Other,Pittsburgh,Red maple,3422
Other,Pittsburgh,Silver maple,433
Other,Pittsburgh,Sugar maple,712
Other,Pittsburgh,Swamp white oak,232
Other,Pittsburgh,Thornless honeylocust,2019
Other,Pittsburgh,White ash,229
Other,Pittsburgh,Willow oak,3
Other,Portland,Ash,9293
Other,Portland,Cherry,13683
Other,Portland,Crabapple,6779
Other,Portland,Dogwood,8667
Other,Portland,Ginkgo,2023
Other,Portland,Norway maple,19209
Other,Portland,Other maple,10635
Other,Portland,Pear,11700
Other,Portland,Plum,11449
Other,Portland,Red maple,15475
Other,Portland,Silver maple,904
Other,Portland,Sweetgum,3703
Other,Richmond,American elm,31
Other,Richmond,Callery pear,46
Other,Richmond,Crabapple,4
Other,Richmond,Eastern redbud,15
Other,Richmond,Ginkgo,41
Other,Richmond,Green ash,53
Other,Richmond,Japanese zelkova,129
Other,Richmond,Littleleaf linden,27
Other,Richmond,London planetree,22
Other,Richmond,Norway maple,19
Other,Richmond,Pin oak,133
Other,Richmond,Plum,8
Other,Richmond,Red maple,148
Other,Richmond,Silver maple,19
Other,Richmond,Sugar maple,227
Other,Richmond,Sweetgum,32
Other,Richmond,White ash,2
Other,Richmond,Willow oak,171
Other,Seattle,Ash,263
Other,Seattle,Callery pear,2540
Other,Seattle,Dogwood,1265
Other,Seattle,Freeman maple,662
Other,Seattle,Littleleaf linden,2326
Other,Seattle,Norway maple,4649
Other,Seattle,Pear,420
Other,Seattle,Pin oak,868
Other,Seattle,Red maple,5333
Other,Seattle,Red oak,2339
Other,Seattle,Southern live oak,11
Other,Seattle,Sugar maple,714
Other,Seattle,Swamp white oak,261
Other,Seattle,Sweetgum,3337
Other,Seattle,White ash,227
Other,Seattle,Willow oak,198
Other,Sioux Falls,Ash,34
Other,Sioux Falls,Ashgreen,21052
Other,Sioux Falls,Cherry,1
Other,Sioux Falls,Crabapple,929
Other,Sioux Falls,Ginkgo,171
Other,Sioux Falls,Pear,137
Other,Sioux Falls,Plum,206
Other,St. Louis,American elm,298
Other,St. Louis,Ash,1
Other,St. Louis,Callery pear,7196
Other,St. Louis,Cherry,48
Other,St. Louis,Dogwood,6
Other,St. Louis,Eastern redbud,2838
Other,St. Louis,Freeman maple,1842
Other,St. Louis,Ginkgo,1474
Other,St. Louis,Green ash,7761
Other,St. Louis,Japanese zelkova,798
Other,St. Louis,Littleleaf linden,3624
Other,St. Louis,London planetree,2248
Other,St. Louis,Norway maple,1127
Other,St. Louis,Pin oak,6498
Other,St. Louis,Red maple,8572
Other,St. Louis,Red oak,34
Other,St. Louis,Silver maple,3115
Other,St. Louis,Sugar maple,4172
Other,St. Louis,Swamp white oak,616
Other,St. Louis,Sweetgum,2140
Other,St. Louis,Thornless honeylocust,2814
Other,St. Louis,White ash,4557
Other,St. Louis,Willow oak,135
Other,Washington DC,American elm,5797
Other,Washington DC,Ash,284
Other,Washington DC,Cherry,2212
Other,Washington DC,Crabapple,1208
Other,Washington DC,Dogwood,581
Other,Washington DC,Eastern redbud,3255
Other,Washington DC,Ginkgo,1266
Other,Washington DC,Green ash,53
Other,Washington DC,Japanese zelkova,5448
Other,Washington DC,Littleleaf linden,2583
Other,Washington DC,Norway maple,3376
Other,Washington DC,Pin oak,8815
Other,Washington DC,Red maple,12543
Other,Washington DC,Red oak,5864
Other,Washington DC,Silver maple,1133
Other,Washington DC,Sugar maple,5380
Other,Washington DC,Swamp white oak,3355
Other,Washington DC,Sweetgum,1633
Other,Washington DC,Thornless honeylocust,579
Other,Washington DC,Willow oak,10006
Texas,Austin,American elm,232
Texas,Austin,American sycamore,31
Texas,Austin,Arizona ash,2
Texas,Austin,Bald cypress,164
Texas,Austin,Bradford pear,28
Texas,Austin,Cedar elm,831
Texas,Austin,Chinaberry,53
Texas,Austin,Chinese elm,107
Texas,Austin,Chinese pistache,23
Texas,Austin,Chinese tallow,25
Texas,Austin,Eastern red cedar,2
Texas,Austin,Pecan,916
Texas,Austin,Post oak,14
Texas,Austin,Red oak,2
Texas,Austin,Shumard oak,485
Texas,Austin,Southern magnolia,6
Texas,Dallas,American elm,8
Texas,Dallas,Cedar elm,844
Texas,Dallas,Chinese elm,290
Texas,Dallas,Chinese pistache,427
Texas,Dallas,Eastern red cedar,1
Texas,Dallas,Green ash,17
Texas,Dallas,Live oak,1238
Texas,Dallas,Loblolly pine,56
Texas,Dallas,Pecan,11
Texas,Dallas,Post oak,40
Texas,Dallas,Shumard oak,761
Texas,Dallas,Southern magnolia,159
Texas,Dallas,Sweetgum,287
Texas,Houston,American elm,3582
Texas,Houston,American sycamore,2811
Texas,Houston,Arizona ash,3784
Texas,Houston,Bald cypress,3246
Texas,Houston,Bradford pear,2379
Texas,Houston,Burr oak,1634
Texas,Houston,Cedar elm,1670
Texas,Houston,Cherry laurel,1144
Texas,Houston,Chinaberry,1159
Texas,Houston,Chinese elm,2191
Texas,Houston,Chinese pistache,619
Texas,Houston,Chinese tallow,9557
Texas,Houston,Common hackberry,13010
Texas,Houston,Crape myrtle,44320
Texas,Houston,Eastern red cedar,1245
Texas,Houston,Green ash,1154
Texas,Houston,Live oak,44059
Texas,Houston,Loblolly pine,8891
Texas,Houston,Palm,5466
Texas,Houston,Pecan,6128
Texas,Houston,Post oak,1085
Texas,Houston,Red oak,1460
Texas,Houston,Redbud,1881
Texas,Houston,Shumard oak,2452
Texas,Houston,Southern magnolia,4289
Texas,Houston,Sweetgum,1352
Texas,Houston,Water oak,10783
Texas,Houston,Willow oak,1945
Texas,Plano,American elm,660
Texas,Plano,Ash,1208
Texas,Plano,Bald cypress,1598
Texas,Plano,Bradford pear,815
Texas,Plano,Cedar elm,3641
Texas,Plano,Cherry laurel,1
Texas,Plano,Chinaberry,46
Texas,Plano,Chinese pistache,822
Texas,Plano,Common hackberry,3279
Texas,Plano,Indico crape myrtle,2779
Texas,Plano,Live oak,1906
Texas,Plano,Pecan,1246
Texas,Plano,Red oak,2598
Texas,Plano,Redbud,14
Texas,Plano,Southern magnolia,46
Texas,Plano,Sweetgum,143
Wisconsin,Brown Deer,American (basswood) linden,49
Wisconsin,Brown Deer,Bur oak,3
Wisconsin,Brown Deer,Common hackberry,59
Wisconsin,Brown Deer,Crabapple,18
Wisconsin,Brown Deer,Green ash,122
Wisconsin,Brown Deer,Hawthorn,15
Wisconsin,Brown Deer,Honeylocust,31
Wisconsin,Brown Deer,Littleleaf linden,1
Wisconsin,Brown Deer,Norway maple,22
Wisconsin,Brown Deer,Red oak,84
Wisconsin,Brown Deer,Silver maple,12
Wisconsin,Brown Deer,Sugar maple,90
Wisconsin,Brown Deer,White ash,1
Wisconsin,Brown Deer,White oak,1
Wisconsin,Cedarburg,American (basswood) linden,1
Wisconsin,Cudahy,American (basswood) linden,41
Wisconsin,Cudahy,Black walnut,8
Wisconsin,Cudahy,Bur oak,5
Wisconsin,Cudahy,Common hackberry,7
Wisconsin,Cudahy,Crabapple,10
Wisconsin,Cudahy,Freeman maple,1
Wisconsin,Cudahy,Green ash,32
Wisconsin,Cudahy,Hawthorn,10
Wisconsin,Cudahy,Honeylocust,63
Wisconsin,Cudahy,Japanese tree lilac,11
Wisconsin,Cudahy,Kentucky coffeetree,2
Wisconsin,Cudahy,Littleleaf linden,2
Wisconsin,Cudahy,Norway maple,22
Wisconsin,Cudahy,Red oak,18
Wisconsin,Cudahy,Silver maple,36
Wisconsin,Cudahy,Sugar maple,33
Wisconsin,Cudahy,White ash,22
Wisconsin,Cudahy,White oak,9
Wisconsin,Fox Point,American (basswood) linden,9
Wisconsin,Fox Point,Black walnut,1
Wisconsin,Fox Point,Common hackberry,5
Wisconsin,Fox Point,Crabapple,2
Wisconsin,Fox Point,European ash,1
Wisconsin,Fox Point,Green ash,19
Wisconsin,Fox Point,Hawthorn,4
Wisconsin,Fox Point,Norway maple,3
Wisconsin,Fox Point,Red oak,11
Wisconsin,Fox Point,Silver maple,7
Wisconsin,Fox Point,Sugar maple,1
Wisconsin,Fox Point,White ash,10
Wisconsin,Franklin,American (basswood) linden,11
Wisconsin,Franklin,Amur maple,8
Wisconsin,Franklin,Black walnut,22
Wisconsin,Franklin,Blue spruce,4
Wisconsin,Franklin,Bur oak,5
Wisconsin,Franklin,Common hackberry,6
Wisconsin,Franklin,Crabapple,24
Wisconsin,Franklin,Elm,5
Wisconsin,Franklin,Freeman maple,1
Wisconsin,Franklin,Green ash,13
Wisconsin,Franklin,Hawthorn,6
Wisconsin,Franklin,Honeylocust,27
Wisconsin,Franklin,Kentucky coffeetree,2
Wisconsin,Franklin,Norway maple,8
Wisconsin,Franklin,Red oak,57
Wisconsin,Franklin,Silver maple,5
Wisconsin,Franklin,Sugar maple,23
Wisconsin,Franklin,White ash,23
Wisconsin,Franklin,White oak,3
Wisconsin,Glendale,American (basswood) linden,28
Wisconsin,Glendale,Black walnut,77
Wisconsin,Glendale,Blue spruce,7
Wisconsin,Glendale,Bur oak,12
Wisconsin,Glendale,Common hackberry,83
Wisconsin,Glendale,Crabapple,49
Wisconsin,Glendale,Elm,2
Wisconsin,Glendale,European ash,1
Wisconsin,Glendale,Freeman maple,4
Wisconsin,Glendale,Green ash,442
Wisconsin,Glendale,Hawthorn,29
Wisconsin,Glendale,Honeylocust,49
Wisconsin,Glendale,Japanese tree lilac,4
Wisconsin,Glendale,Kentucky coffeetree,2
Wisconsin,Glendale,Littleleaf linden,19
Wisconsin,Glendale,Norway maple,175
Wisconsin,Glendale,Pear,6
Wisconsin,Glendale,Red oak,116
Wisconsin,Glendale,Silver maple,111
Wisconsin,Glendale,Sugar maple,186
Wisconsin,Glendale,White ash,57
Wisconsin,Glendale,White oak,3
Wisconsin,Greendale,American (basswood) linden,14
Wisconsin,Greendale,Black walnut,6
Wisconsin,Greendale,Blue spruce,1
Wisconsin,Greendale,Bur oak,10
Wisconsin,Greendale,Common hackberry,27
Wisconsin,Greendale,Crabapple,14
Wisconsin,Greendale,Elm,2
Wisconsin,Greendale,Freeman maple,1
Wisconsin,Greendale,Green ash,31
Wisconsin,Greendale,Hawthorn,10
Wisconsin,Greendale,Honeylocust,8
Wisconsin,Greendale,Kentucky coffeetree,4
Wisconsin,Greendale,Littleleaf linden,6
Wisconsin,Greendale,Norway maple,4
Wisconsin,Greendale,Red oak,12
Wisconsin,Greendale,Silver maple,2
Wisconsin,Greendale,Sugar maple,12
Wisconsin,Greendale,White ash,8
Wisconsin,Greenfield,American (basswood) linden,17
Wisconsin,Greenfield,Amur maple,2
Wisconsin,Greenfield,Black walnut,7
Wisconsin,Greenfield,Blue spruce,2
Wisconsin,Greenfield,Bur oak,2
Wisconsin,Greenfield,Common hackberry,18
Wisconsin,Greenfield,Crabapple,18
Wisconsin,Greenfield,Elm,2
Wisconsin,Greenfield,Freeman maple,6
Wisconsin,Greenfield,Green ash,26
Wisconsin,Greenfield,Hawthorn,18
Wisconsin,Greenfield,Honeylocust,22
Wisconsin,Greenfield,Kentucky coffeetree,1
Wisconsin,Greenfield,Littleleaf linden,8
Wisconsin,Greenfield,Norway maple,25
Wisconsin,Greenfield,Red oak,26
Wisconsin,Greenfield,Sugar maple,61
Wisconsin,Greenfield,White ash,11
Wisconsin,Greenfield,White oak,25
Wisconsin,Hales Corners,American (basswood) linden,9
Wisconsin,Hales Corners,Black walnut,29
Wisconsin,Hales Corners,Bur oak,9
Wisconsin,Hales Corners,Common hackberry,21
Wisconsin,Hales Corners,Crabapple,20
Wisconsin,Hales Corners,Elm,6
Wisconsin,Hales Corners,European ash,1
Wisconsin,Hales Corners,Freeman maple,6
Wisconsin,Hales Corners,Green ash,43
Wisconsin,Hales Corners,Hawthorn,16
Wisconsin,Hales Corners,Honeylocust,35
Wisconsin,Hales Corners,Japanese tree lilac,4
Wisconsin,Hales Corners,Kentucky coffeetree,4
Wisconsin,Hales Corners,Littleleaf linden,7
Wisconsin,Hales Corners,Norway maple,24
Wisconsin,Hales Corners,Pear,2
Wisconsin,Hales Corners,Red oak,17
Wisconsin,Hales Corners,Silver maple,4
Wisconsin,Hales Corners,Sugar maple,43
Wisconsin,Hales Corners,White ash,16
Wisconsin,Hales Corners,White oak,6
Wisconsin,Madison,American basswood,2931
Wisconsin,Madison,Amur maple,605
Wisconsin,Madison,Black walnut,324
Wisconsin,Madison,Bur oak,355
Wisconsin,Madison,Crab apple,1891
Wisconsin,Madison,Crabapple,643
Wisconsin,Madison,Elm,1804
Wisconsin,Madison,Elm (hybrid),1478
Wisconsin,Madison,European ash,755
Wisconsin,Madison,Freeman maple,2236
Wisconsin,Madison,Green ash,17377
Wisconsin,Madison,Hackberry,2667
Wisconsin,Madison,Hawthorn,217
Wisconsin,Madison,Honeylocust,3390
Wisconsin,Madison,Honeylocust var.,9919
Wisconsin,Madison,Japanese tree lilac,1779
Wisconsin,Madison,Kentucky coffeetree,788
Wisconsin,Madison,Linden,4969
Wisconsin,Madison,Littleleaf linden,3894
Wisconsin,Madison,Miyabei maple,847
Wisconsin,Madison,Norway maple,20918
Wisconsin,Madison,Pear,778
Wisconsin,Madison,Red oak,349
Wisconsin,Madison,Silver maple,1677
Wisconsin,Madison,Sugar maple,1893
Wisconsin,Madison,White ash,2977
Wisconsin,Madison,White oak,414
Wisconsin,Milwaukee,American (basswood) linden,424
Wisconsin,Milwaukee,Amur maple,29
Wisconsin,Milwaukee,Black walnut,190
Wisconsin,Milwaukee,Blue spruce,19
Wisconsin,Milwaukee,Bur oak,239
Wisconsin,Milwaukee,Common hackberry,700
Wisconsin,Milwaukee,Crabapple,396
Wisconsin,Milwaukee,Elm,61
Wisconsin,Milwaukee,European ash,21
Wisconsin,Milwaukee,Freeman maple,57
Wisconsin,Milwaukee,Green ash,1356
Wisconsin,Milwaukee,Hawthorn,584
Wisconsin,Milwaukee,Honeylocust,1411
Wisconsin,Milwaukee,Japanese tree lilac,84
Wisconsin,Milwaukee,Kentucky coffeetree,46
Wisconsin,Milwaukee,Littleleaf linden,267
Wisconsin,Milwaukee,Norway maple,912
Wisconsin,Milwaukee,Pear,22
Wisconsin,Milwaukee,Red oak,635
Wisconsin,Milwaukee,Silver maple,321
Wisconsin,Milwaukee,Sugar maple,840
Wisconsin,Milwaukee,White ash,454
Wisconsin,Milwaukee,White oak,199
Wisconsin,Muskego,Amur maple,1
Wisconsin,New Berlin,American (basswood) linden,238
Wisconsin,New Berlin,Amur maple,56
Wisconsin,New Berlin,Black walnut,81
Wisconsin,New Berlin,Blue spruce,613
Wisconsin,New Berlin,Bur oak,62
Wisconsin,New Berlin,Common hackberry,69
Wisconsin,New Berlin,Crabapple,269
Wisconsin,New Berlin,Elm,181
Wisconsin,New Berlin,Freeman maple,130
Wisconsin,New Berlin,Green ash,639
Wisconsin,New Berlin,Hawthorn,67
Wisconsin,New Berlin,Honeylocust,285
Wisconsin,New Berlin,Japanese tree lilac,76
Wisconsin,New Berlin,Linden,32
Wisconsin,New Berlin,Littleleaf linden,118
Wisconsin,New Berlin,Norway maple,478
Wisconsin,New Berlin,Pear,107
Wisconsin,New Berlin,Red oak,118
Wisconsin,New Berlin,Silver maple,158
Wisconsin,New Berlin,Sugar maple,95
Wisconsin,New Berlin,White ash,300
Wisconsin,New Berlin,White oak,170
Wisconsin,Oak Creek,American (basswood) linden,5
Wisconsin,Oak Creek,Black walnut,2
Wisconsin,Oak Creek,Blue spruce,1
Wisconsin,Oak Creek,Bur oak,1
Wisconsin,Oak Creek,Common hackberry,8
Wisconsin,Oak Creek,Crabapple,25
Wisconsin,Oak Creek,Elm,2
Wisconsin,Oak Creek,Freeman maple,4
Wisconsin,Oak Creek,Green ash,7
Wisconsin,Oak Creek,Hawthorn,1
Wisconsin,Oak Creek,Honeylocust,13
Wisconsin,Oak Creek,Japanese tree lilac,8
Wisconsin,Oak Creek,Kentucky coffeetree,4
Wisconsin,Oak Creek,Littleleaf linden,6
Wisconsin,Oak Creek,Norway maple,7
Wisconsin,Oak Creek,Red oak,37
Wisconsin,Oak Creek,Sugar maple,9
Wisconsin,Oak Creek,White oak,9
Wisconsin,Shorewood,American (basswood) linden,1
Wisconsin,Shorewood,Black walnut,14
Wisconsin,Shorewood,Blue spruce,1
Wisconsin,Shorewood,Bur oak,1
Wisconsin,Shorewood,Common hackberry,1
Wisconsin,Shorewood,Crabapple,11
Wisconsin,Shorewood,Green ash,3
Wisconsin,Shorewood,Hawthorn,16
Wisconsin,Shorewood,Kentucky coffeetree,7
Wisconsin,Shorewood,Norway maple,9
Wisconsin,Shorewood,Red oak,3
Wisconsin,Shorewood,Silver maple,1
Wisconsin,Shorewood,Sugar maple,8
Wisconsin,Shorewood,White ash,3
Wisconsin,Shorewood,White oak,3
Wisconsin,South Milwaukee,American (basswood) linden,4
Wisconsin,South Milwaukee,Black walnut,5
Wisconsin,South Milwaukee,Bur oak,1
Wisconsin,South Milwaukee,Common hackberry,31
Wisconsin,South Milwaukee,Crabapple,19
Wisconsin,South Milwaukee,Elm,22
Wisconsin,South Milwaukee,Green ash,19
Wisconsin,South Milwaukee,Hawthorn,11
Wisconsin,South Milwaukee,Honeylocust,28
Wisconsin,South Milwaukee,Kentucky coffeetree,2
Wisconsin,South Milwaukee,Norway maple,19
Wisconsin,South Milwaukee,Red oak,28
Wisconsin,South Milwaukee,Silver maple,2
Wisconsin,South Milwaukee,Sugar maple,54
Wisconsin,South Milwaukee,White ash,45
Wisconsin,South Milwaukee,White oak,6
Wisconsin,Watertown,American (basswood) linden,180
Wisconsin,Watertown,Amur maple,65
Wisconsin,Watertown,Black walnut,43
Wisconsin,Watertown,Blue spruce,96
Wisconsin,Watertown,Bur oak,49
Wisconsin,Watertown,Crabapple,354
Wisconsin,Watertown,Freeman maple,204
Wisconsin,Watertown,Green ash,259
Wisconsin,Watertown,Hackberry,89
Wisconsin,Watertown,Hawthorn,46
Wisconsin,Watertown,Honeylocust,385
Wisconsin,Watertown,Japanese tree lilac,285
Wisconsin,Watertown,Kentucky coffeetree,64
Wisconsin,Watertown,Littleleaf linden,401
Wisconsin,Watertown,Norway maple,976
Wisconsin,Watertown,Red oak,89
Wisconsin,Watertown,Silver maple,244
Wisconsin,Watertown,Sugar maple,144
Wisconsin,Watertown,White ash,337
Wisconsin,Watertown,White oak,44
Wisconsin,Wauwatosa,American (basswood) linden,44
Wisconsin,Wauwatosa,Amur maple,7
Wisconsin,Wauwatosa,Black walnut,26
Wisconsin,Wauwatosa,Blue spruce,24
Wisconsin,Wauwatosa,Bur oak,37
Wisconsin,Wauwatosa,Common hackberry,100
Wisconsin,Wauwatosa,Crabapple,63
Wisconsin,Wauwatosa,Elm,13
Wisconsin,Wauwatosa,Freeman maple,16
Wisconsin,Wauwatosa,Green ash,265
Wisconsin,Wauwatosa,Hawthorn,74
Wisconsin,Wauwatosa,Honeylocust,157
Wisconsin,Wauwatosa,Japanese tree lilac,5
Wisconsin,Wauwatosa,Kentucky coffeetree,11
Wisconsin,Wauwatosa,Littleleaf linden,20
Wisconsin,Wauwatosa,Norway maple,171
Wisconsin,Wauwatosa,Red oak,151
Wisconsin,Wauwatosa,Silver maple,16
Wisconsin,Wauwatosa,Sugar maple,186
Wisconsin,Wauwatosa,White ash,89
Wisconsin,Wauwatosa,White oak,38
Wisconsin,West Allis,American (basswood) linden,42
Wisconsin,West Allis,Amur maple,4
Wisconsin,West Allis,Black walnut,61
Wisconsin,West Allis,Blue spruce,1
Wisconsin,West Allis,Bur oak,4
Wisconsin,West Allis,Common hackberry,348
Wisconsin,West Allis,Crabapple,87
Wisconsin,West Allis,Elm,3
Wisconsin,West Allis,Freeman maple,1
Wisconsin,West Allis,Green ash,144
Wisconsin,West Allis,Hawthorn,68
Wisconsin,West Allis,Honeylocust,238
Wisconsin,West Allis,Japanese tree lilac,1
Wisconsin,West Allis,Kentucky coffeetree,4
Wisconsin,West Allis,Littleleaf linden,6
Wisconsin,West Allis,Norway maple,43
Wisconsin,West Allis,Red oak,41
Wisconsin,West Allis,Silver maple,13
Wisconsin,West Allis,Sugar maple,70
Wisconsin,West Allis,White ash,33
Wisconsin,West Allis,White oak,30
Wisconsin,West Milwaukee,American (basswood) linden,1
Wisconsin,West Milwaukee,Black walnut,8
Wisconsin,West Milwaukee,Common hackberry,4
Wisconsin,West Milwaukee,Elm,2
Wisconsin,West Milwaukee,Freeman maple,1
Wisconsin,West Milwaukee,Hawthorn,19
Wisconsin,West Milwaukee,Honeylocust,16
Wisconsin,West Milwaukee,Norway maple,5
Wisconsin,West Milwaukee,Red oak,9
Wisconsin,West Milwaukee,Silver maple,1
Wisconsin,West Milwaukee,Sugar maple,22
Wisconsin,Whitefish Bay,American (basswood) linden,4
Wisconsin,Whitefish Bay,Crabapple,4
Wisconsin,Whitefish Bay,Green ash,5
Wisconsin,Whitefish Bay,Hawthorn,1
Wisconsin,Whitefish Bay,Honeylocust,10
Wisconsin,Whitefish Bay,Norway maple,2
Wisconsin,Whitefish Bay,Red oak,7
Wisconsin,Whitefish Bay,Sugar maple,1
Wisconsin,Whitefish Bay,White ash,3
